sale_id,sale_date,store_id,product_id,quantity,revenue
3421,2026-06-29,S02,P020,2,698.0
3422,2026-06-29,S02,P021,4,396.0
3423,2026-06-29,S02,P022,1,399.0
3424,2026-06-29,S02,P023,1,249.0
3425,2026-06-29,S02,P024,1,1299.0
3426,2026-06-29,S02,P025,4,1396.0
3427,2026-06-29,S02,P028,1,299.0
3428,2026-06-29,S02,P029,4,996.0
3429,2026-06-29,S02,P030,5,995.0
3430,2026-06-29,S02,P031,1,699.0
3431,2026-06-29,S02,P033,2,398.0
3432,2026-06-29,S02,P034,4,316.0
3433,2026-06-29,S02,P035,3,177.0
3434,2026-06-29,S02,P036,1,129.0
3435,2026-06-29,S02,P039,1,29.0
3436,2026-06-29,S02,P040,1,449.0
3437,2026-06-29,S03,P001,2,1798.0
3438,2026-06-29,S03,P002,3,4497.0
3439,2026-06-29,S03,P003,1,1299.0
3440,2026-06-29,S03,P004,2,498.0
3441,2026-06-29,S03,P005,8,1592.0
3442,2026-06-29,S03,P006,4,3196.0
3443,2026-06-29,S03,P007,1,1299.0
3444,2026-06-29,S03,P008,3,2097.0
3445,2026-06-29,S03,P010,1,899.0
3446,2026-06-29,S03,P011,3,4797.0
3447,2026-06-29,S03,P012,3,5697.0
3448,2026-06-29,S03,P013,2,7998.0
3449,2026-06-29,S03,P014,4,1196.0
3450,2026-06-29,S03,P015,1,5499.0
3451,2026-06-29,S03,P019,3,1497.0
3452,2026-06-29,S03,P020,2,698.0
3453,2026-06-29,S03,P021,5,495.0
3454,2026-06-29,S03,P022,3,1197.0
3455,2026-06-29,S03,P023,1,249.0
3456,2026-06-29,S03,P024,1,1299.0
3457,2026-06-29,S03,P025,6,2094.0
3458,2026-06-29,S03,P026,1,799.0
3459,2026-06-29,S03,P027,1,599.0
3460,2026-06-29,S03,P029,2,498.0
3461,2026-06-29,S03,P030,2,398.0
3462,2026-06-29,S03,P031,2,1398.0
3463,2026-06-29,S03,P032,1,349.0
3464,2026-06-29,S03,P033,1,199.0
3465,2026-06-29,S03,P034,1,79.0
3466,2026-06-29,S03,P035,2,118.0
3467,2026-06-29,S03,P036,3,387.0
3468,2026-06-29,S03,P037,4,596.0
3469,2026-06-29,S03,P038,2,498.0
3470,2026-06-29,S03,P040,1,449.0
3471,2026-06-29,S04,P001,3,2697.0
3472,2026-06-29,S04,P002,3,4497.0
3473,2026-06-29,S04,P004,1,249.0
3474,2026-06-29,S04,P005,3,597.0
3475,2026-06-29,S04,P006,5,3995.0
3476,2026-06-29,S04,P008,2,1398.0
3477,2026-06-29,S04,P009,2,4998.0
3478,2026-06-29,S04,P010,1,899.0
3479,2026-06-29,S04,P011,1,1599.0
3480,2026-06-29,S04,P012,2,3798.0
3481,2026-06-29,S04,P014,3,897.0
3482,2026-06-29,S04,P017,1,11999.0
3483,2026-06-29,S04,P019,1,499.0
3484,2026-06-29,S04,P021,4,396.0
3485,2026-06-29,S04,P022,2,798.0
3486,2026-06-29,S04,P023,2,498.0
3487,2026-06-29,S04,P024,1,1299.0
3488,2026-06-29,S04,P025,1,349.0
3489,2026-06-29,S04,P027,2,1198.0
3490,2026-06-29,S04,P028,1,299.0
3491,2026-06-29,S04,P029,4,996.0
3492,2026-06-29,S04,P030,7,1393.0
3493,2026-06-29,S04,P031,1,699.0
3494,2026-06-29,S04,P032,3,1047.0
3495,2026-06-29,S04,P033,1,199.0
3496,2026-06-29,S04,P034,3,237.0
3497,2026-06-29,S04,P035,3,177.0
3498,2026-06-29,S04,P037,1,149.0
3499,2026-06-29,S05,P001,2,1798.0
3500,2026-06-29,S05,P002,2,2998.0
3501,2026-06-29,S05,P003,1,1299.0
3502,2026-06-29,S05,P004,1,249.0
3503,2026-06-29,S05,P005,1,199.0
3504,2026-06-29,S05,P006,3,2397.0
3505,2026-06-29,S05,P009,3,7497.0
3506,2026-06-29,S05,P013,1,3999.0
3507,2026-06-29,S05,P019,1,499.0
3508,2026-06-29,S05,P020,2,698.0
3509,2026-06-29,S05,P021,5,495.0
3510,2026-06-29,S05,P025,2,698.0
3511,2026-06-29,S05,P026,1,799.0
3512,2026-06-29,S05,P028,1,299.0
3513,2026-06-29,S05,P029,3,747.0
3514,2026-06-29,S05,P030,3,597.0
3515,2026-06-29,S05,P032,2,698.0
3516,2026-06-29,S05,P034,3,237.0
3517,2026-06-29,S05,P036,1,129.0
3518,2026-06-29,S05,P037,1,149.0
3519,2026-06-30,S01,P001,5,4495.0
3520,2026-06-30,S01,P002,1,1499.0
3521,2026-06-30,S01,P003,1,1299.0
3522,2026-06-30,S01,P004,3,747.0
3523,2026-06-30,S01,P005,6,1194.0
3524,2026-06-30,S01,P006,8,6392.0
3525,2026-06-30,S01,P007,3,3897.0
3526,2026-06-30,S01,P008,3,2097.0
3527,2026-06-30,S01,P009,1,2499.0
3528,2026-06-30,S01,P010,3,2697.0
3529,2026-06-30,S01,P011,3,4797.0
3530,2026-06-30,S01,P012,1,1899.0
3531,2026-06-30,S01,P013,1,3999.0
3532,2026-06-30,S01,P014,4,1196.0
3533,2026-06-30,S01,P015,1,5499.0
3534,2026-06-30,S01,P016,2,14998.0
3535,2026-06-30,S01,P017,1,11999.0
3536,2026-06-30,S01,P019,1,499.0
3537,2026-06-30,S01,P020,4,1396.0
3538,2026-06-30,S01,P021,10,990.0
3539,2026-06-30,S01,P022,3,1197.0
3540,2026-06-30,S01,P024,1,1299.0
3541,2026-06-30,S01,P025,8,2792.0
3542,2026-06-30,S01,P027,1,599.0
3543,2026-06-30,S01,P028,2,598.0
3544,2026-06-30,S01,P029,4,996.0
3545,2026-06-30,S01,P030,4,796.0
3546,2026-06-30,S01,P032,1,349.0
3547,2026-06-30,S01,P033,2,398.0
3548,2026-06-30,S01,P034,4,316.0
3549,2026-06-30,S01,P035,4,236.0
3550,2026-06-30,S01,P036,1,129.0
3551,2026-06-30,S01,P037,2,298.0
3552,2026-06-30,S01,P038,1,249.0
3553,2026-06-30,S01,P039,1,29.0
3554,2026-06-30,S01,P040,1,449.0
3555,2026-06-30,S02,P002,3,4497.0
3556,2026-06-30,S02,P003,1,1299.0
3557,2026-06-30,S02,P004,4,996.0
3558,2026-06-30,S02,P005,7,1393.0
3559,2026-06-30,S02,P006,7,5593.0
3560,2026-06-30,S02,P007,1,1299.0
3561,2026-06-30,S02,P009,1,2499.0
3562,2026-06-30,S02,P010,3,2697.0
3563,2026-06-30,S02,P011,4,6396.0
3564,2026-06-30,S02,P012,1,1899.0
3565,2026-06-30,S02,P013,2,7998.0
3566,2026-06-30,S02,P014,7,2093.0
3567,2026-06-30,S02,P017,1,11999.0
3568,2026-06-30,S02,P019,1,499.0
3569,2026-06-30,S02,P020,2,698.0
3570,2026-06-30,S02,P021,5,495.0
3571,2026-06-30,S02,P023,2,498.0
3572,2026-06-30,S02,P024,2,2598.0
3573,2026-06-30,S02,P025,4,1396.0
3574,2026-06-30,S02,P026,1,799.0
3575,2026-06-30,S02,P027,1,599.0
3576,2026-06-30,S02,P028,4,1196.0
3577,2026-06-30,S02,P029,4,996.0
3578,2026-06-30,S02,P030,6,1194.0
3579,2026-06-30,S02,P031,3,2097.0
3580,2026-06-30,S02,P033,3,597.0
3581,2026-06-30,S02,P034,6,474.0
3582,2026-06-30,S02,P035,5,295.0
3583,2026-06-30,S02,P036,2,258.0
3584,2026-06-30,S02,P037,2,298.0
3585,2026-06-30,S02,P039,1,29.0
3586,2026-06-30,S02,P040,1,449.0
3587,2026-06-30,S03,P001,2,1798.0
3588,2026-06-30,S03,P002,2,2998.0
3589,2026-06-30,S03,P003,1,1299.0
3590,2026-06-30,S03,P004,6,1494.0
3591,2026-06-30,S03,P005,1,199.0
3592,2026-06-30,S03,P006,6,4794.0
3593,2026-06-30,S03,P007,2,2598.0
3594,2026-06-30,S03,P008,3,2097.0
3595,2026-06-30,S03,P009,2,4998.0
3596,2026-06-30,S03,P010,1,899.0
3597,2026-06-30,S03,P011,7,11193.0
3598,2026-06-30,S03,P012,2,3798.0
3599,2026-06-30,S03,P013,1,3999.0
3600,2026-06-30,S03,P014,8,2392.0
3601,2026-06-30,S03,P019,2,998.0
3602,2026-06-30,S03,P020,3,1047.0
3603,2026-06-30,S03,P021,10,990.0
3604,2026-06-30,S03,P022,1,399.0
3605,2026-06-30,S03,P023,2,498.0
3606,2026-06-30,S03,P024,1,1299.0
3607,2026-06-30,S03,P025,6,2094.0
3608,2026-06-30,S03,P026,1,799.0
3609,2026-06-30,S03,P028,3,897.0
3610,2026-06-30,S03,P029,7,1743.0
3611,2026-06-30,S03,P030,7,1393.0
3612,2026-06-30,S03,P032,4,1396.0
3613,2026-06-30,S03,P033,7,1393.0
3614,2026-06-30,S03,P034,7,553.0
3615,2026-06-30,S03,P035,3,177.0
3616,2026-06-30,S03,P036,3,387.0
3617,2026-06-30,S03,P037,1,149.0
3618,2026-06-30,S03,P038,1,249.0
3619,2026-06-30,S03,P040,3,1347.0
3620,2026-06-30,S04,P001,2,1798.0
3621,2026-06-30,S04,P002,3,4497.0
3622,2026-06-30,S04,P003,2,2598.0
3623,2026-06-30,S04,P004,3,747.0
3624,2026-06-30,S04,P006,8,6392.0
3625,2026-06-30,S04,P007,2,2598.0
3626,2026-06-30,S04,P008,2,1398.0
3627,2026-06-30,S04,P009,3,7497.0
3628,2026-06-30,S04,P010,2,1798.0
3629,2026-06-30,S04,P011,2,3198.0
3630,2026-06-30,S04,P014,3,897.0
3631,2026-06-30,S04,P015,1,5499.0
3632,2026-06-30,S04,P017,1,11999.0
3633,2026-06-30,S04,P019,1,499.0
3634,2026-06-30,S04,P020,6,2094.0
3635,2026-06-30,S04,P021,3,297.0
3636,2026-06-30,S04,P022,2,798.0
3637,2026-06-30,S04,P023,2,498.0
3638,2026-06-30,S04,P024,1,1299.0
3639,2026-06-30,S04,P025,1,349.0
3640,2026-06-30,S04,P027,1,599.0
3641,2026-06-30,S04,P028,1,299.0
3642,2026-06-30,S04,P029,3,747.0
3643,2026-06-30,S04,P030,3,597.0
3644,2026-06-30,S04,P031,1,699.0
3645,2026-06-30,S04,P032,3,1047.0
3646,2026-06-30,S04,P033,2,398.0
3647,2026-06-30,S04,P034,1,79.0
3648,2026-06-30,S04,P035,5,295.0
3649,2026-06-30,S04,P036,2,258.0
3650,2026-06-30,S04,P037,2,298.0
3651,2026-06-30,S04,P038,3,747.0
3652,2026-06-30,S04,P039,5,145.0
3653,2026-06-30,S04,P040,3,1347.0
3654,2026-06-30,S05,P001,1,899.0
3655,2026-06-30,S05,P003,1,1299.0
3656,2026-06-30,S05,P004,1,249.0
3657,2026-06-30,S05,P005,1,199.0
3658,2026-06-30,S05,P006,3,2397.0
3659,2026-06-30,S05,P007,2,2598.0
3660,2026-06-30,S05,P009,3,7497.0
3661,2026-06-30,S05,P010,2,1798.0
3662,2026-06-30,S05,P011,4,6396.0
3663,2026-06-30,S05,P014,2,598.0
3664,2026-06-30,S05,P015,1,5499.0
3665,2026-06-30,S05,P020,1,349.0
3666,2026-06-30,S05,P021,3,297.0
3667,2026-06-30,S05,P025,1,349.0
3668,2026-06-30,S05,P027,2,1198.0
3669,2026-06-30,S05,P030,2,398.0
3670,2026-06-30,S05,P031,1,699.0
3671,2026-06-30,S05,P033,1,199.0
3672,2026-06-30,S05,P034,1,79.0
3673,2026-06-30,S05,P035,3,177.0
3674,2026-06-30,S05,P037,1,149.0
3675,2026-06-30,S05,P040,3,1347.0
3676,2026-07-01,S01,P001,3,2697.0
3677,2026-07-01,S01,P002,1,1499.0
3678,2026-07-01,S01,P003,5,6495.0
3679,2026-07-01,S01,P004,5,1245.0
3680,2026-07-01,S01,P005,4,796.0
3681,2026-07-01,S01,P006,8,6392.0
3682,2026-07-01,S01,P007,2,2598.0
3683,2026-07-01,S01,P009,1,2499.0
3684,2026-07-01,S01,P010,1,899.0
3685,2026-07-01,S01,P011,1,1599.0
3686,2026-07-01,S01,P012,1,1899.0
3687,2026-07-01,S01,P013,1,3999.0
3688,2026-07-01,S01,P014,6,1794.0
3689,2026-07-01,S01,P018,1,8999.0
3690,2026-07-01,S01,P019,2,998.0
3691,2026-07-01,S01,P020,1,349.0
3692,2026-07-01,S01,P021,10,990.0
3693,2026-07-01,S01,P023,3,747.0
3694,2026-07-01,S01,P024,1,1299.0
3695,2026-07-01,S01,P025,6,2094.0
3696,2026-07-01,S01,P028,2,598.0
3697,2026-07-01,S01,P029,5,1245.0
3698,2026-07-01,S01,P030,3,597.0
3699,2026-07-01,S01,P031,3,2097.0
3700,2026-07-01,S01,P032,3,1047.0
3701,2026-07-01,S01,P033,3,597.0
3702,2026-07-01,S01,P034,7,553.0
3703,2026-07-01,S01,P035,4,236.0
3704,2026-07-01,S01,P036,4,516.0
3705,2026-07-01,S01,P037,2,298.0
3706,2026-07-01,S01,P039,2,58.0
3707,2026-07-01,S01,P040,2,898.0
3708,2026-07-01,S02,P001,1,899.0
3709,2026-07-01,S02,P002,1,1499.0
3710,2026-07-01,S02,P003,2,2598.0
3711,2026-07-01,S02,P004,4,996.0
3712,2026-07-01,S02,P005,7,1393.0
3713,2026-07-01,S02,P006,5,3995.0
3714,2026-07-01,S02,P007,3,3897.0
3715,2026-07-01,S02,P008,2,1398.0
3716,2026-07-01,S02,P009,1,2499.0
3717,2026-07-01,S02,P010,2,1798.0
3718,2026-07-01,S02,P011,2,3198.0
3719,2026-07-01,S02,P012,1,1899.0
3720,2026-07-01,S02,P013,1,3999.0
3721,2026-07-01,S02,P014,3,897.0
3722,2026-07-01,S02,P016,1,7499.0
3723,2026-07-01,S02,P019,6,2994.0
3724,2026-07-01,S02,P020,6,2094.0
3725,2026-07-01,S02,P021,6,594.0
3726,2026-07-01,S02,P023,1,249.0
3727,2026-07-01,S02,P024,3,3897.0
3728,2026-07-01,S02,P025,3,1047.0
3729,2026-07-01,S02,P027,1,599.0
3730,2026-07-01,S02,P029,3,747.0
3731,2026-07-01,S02,P030,2,398.0
3732,2026-07-01,S02,P031,1,699.0
3733,2026-07-01,S02,P032,4,1396.0
3734,2026-07-01,S02,P033,2,398.0
3735,2026-07-01,S02,P034,4,316.0
3736,2026-07-01,S02,P035,4,236.0
3737,2026-07-01,S02,P036,5,645.0
3738,2026-07-01,S02,P037,1,149.0
3739,2026-07-01,S02,P038,2,498.0
3740,2026-07-01,S02,P039,1,29.0
3741,2026-07-01,S02,P040,1,449.0
3742,2026-07-01,S03,P001,4,3596.0
3743,2026-07-01,S03,P002,3,4497.0
3744,2026-07-01,S03,P003,4,5196.0
3745,2026-07-01,S03,P004,6,1494.0
3746,2026-07-01,S03,P005,10,1990.0
3747,2026-07-01,S03,P006,9,7191.0
3748,2026-07-01,S03,P009,4,9996.0
3749,2026-07-01,S03,P010,4,3596.0
3750,2026-07-01,S03,P011,3,4797.0
3751,2026-07-01,S03,P013,1,3999.0
3752,2026-07-01,S03,P014,1,299.0
3753,2026-07-01,S03,P016,1,7499.0
3754,2026-07-01,S03,P019,1,499.0
3755,2026-07-01,S03,P020,6,2094.0
3756,2026-07-01,S03,P021,7,693.0
3757,2026-07-01,S03,P022,1,399.0
3758,2026-07-01,S03,P023,5,1245.0
3759,2026-07-01,S03,P024,3,3897.0
3760,2026-07-01,S03,P025,7,2443.0
3761,2026-07-01,S03,P027,2,1198.0
3762,2026-07-01,S03,P028,4,1196.0
3763,2026-07-01,S03,P029,6,1494.0
3764,2026-07-01,S03,P030,3,597.0
3765,2026-07-01,S03,P032,2,698.0
3766,2026-07-01,S03,P033,3,597.0
3767,2026-07-01,S03,P034,5,395.0
3768,2026-07-01,S03,P035,2,118.0
3769,2026-07-01,S03,P038,1,249.0
3770,2026-07-01,S03,P039,2,58.0
3771,2026-07-01,S04,P001,3,2697.0
3772,2026-07-01,S04,P002,5,7495.0
3773,2026-07-01,S04,P003,2,2598.0
3774,2026-07-01,S04,P004,6,1494.0
3775,2026-07-01,S04,P005,3,597.0
3776,2026-07-01,S04,P006,6,4794.0
3777,2026-07-01,S04,P007,2,2598.0
3778,2026-07-01,S04,P008,3,2097.0
3779,2026-07-01,S04,P009,2,4998.0
3780,2026-07-01,S04,P011,1,1599.0
3781,2026-07-01,S04,P012,2,3798.0
3782,2026-07-01,S04,P013,2,7998.0
3783,2026-07-01,S04,P014,7,2093.0
3784,2026-07-01,S04,P019,3,1497.0
3785,2026-07-01,S04,P020,1,349.0
3786,2026-07-01,S04,P021,4,396.0
3787,2026-07-01,S04,P022,1,399.0
3788,2026-07-01,S04,P023,1,249.0
3789,2026-07-01,S04,P024,1,1299.0
3790,2026-07-01,S04,P025,8,2792.0
3791,2026-07-01,S04,P027,1,599.0
3792,2026-07-01,S04,P028,1,299.0
3793,2026-07-01,S04,P029,1,249.0
3794,2026-07-01,S04,P030,1,199.0
3795,2026-07-01,S04,P032,4,1396.0
3796,2026-07-01,S04,P033,1,199.0
3797,2026-07-01,S04,P034,6,474.0
3798,2026-07-01,S04,P035,6,354.0
3799,2026-07-01,S04,P036,2,258.0
3800,2026-07-01,S04,P037,2,298.0
3801,2026-07-01,S04,P038,1,249.0
3802,2026-07-01,S04,P039,1,29.0
3803,2026-07-01,S05,P001,3,2697.0
3804,2026-07-01,S05,P002,2,2998.0
3805,2026-07-01,S05,P003,1,1299.0
3806,2026-07-01,S05,P004,4,996.0
3807,2026-07-01,S05,P005,3,597.0
3808,2026-07-01,S05,P006,6,4794.0
3809,2026-07-01,S05,P007,2,2598.0
3810,2026-07-01,S05,P008,1,699.0
3811,2026-07-01,S05,P011,2,3198.0
3812,2026-07-01,S05,P014,2,598.0
3813,2026-07-01,S05,P020,2,698.0
3814,2026-07-01,S05,P021,1,99.0
3815,2026-07-01,S05,P024,1,1299.0
3816,2026-07-01,S05,P025,1,349.0
3817,2026-07-01,S05,P028,1,299.0
3818,2026-07-01,S05,P029,4,996.0
3819,2026-07-01,S05,P030,3,597.0
3820,2026-07-01,S05,P031,4,2796.0
3821,2026-07-01,S05,P032,3,1047.0
3822,2026-07-01,S05,P034,1,79.0
3823,2026-07-01,S05,P035,3,177.0
3824,2026-07-01,S05,P036,1,129.0
3825,2026-07-01,S05,P037,2,298.0
3826,2026-07-02,S01,P001,4,3596.0
3827,2026-07-02,S01,P002,4,5996.0
3828,2026-07-02,S01,P003,4,5196.0
3829,2026-07-02,S01,P004,5,1245.0
3830,2026-07-02,S01,P005,3,597.0
3831,2026-07-02,S01,P006,7,5593.0
3832,2026-07-02,S01,P007,3,3897.0
3833,2026-07-02,S01,P008,2,1398.0
3834,2026-07-02,S01,P009,2,4998.0
3835,2026-07-02,S01,P010,2,1798.0
3836,2026-07-02,S01,P011,2,3198.0
3837,2026-07-02,S01,P012,3,5697.0
3838,2026-07-02,S01,P013,3,11997.0
3839,2026-07-02,S01,P014,8,2392.0
3840,2026-07-02,S01,P015,1,5499.0
3841,2026-07-02,S01,P017,1,11999.0
3842,2026-07-02,S01,P019,2,998.0
3843,2026-07-02,S01,P020,6,2094.0
3844,2026-07-02,S01,P021,6,594.0
3845,2026-07-02,S01,P023,3,747.0
3846,2026-07-02,S01,P024,3,3897.0
3847,2026-07-02,S01,P025,2,698.0
3848,2026-07-02,S01,P026,2,1598.0
3849,2026-07-02,S01,P028,3,897.0
3850,2026-07-02,S01,P029,7,1743.0
3851,2026-07-02,S01,P030,4,796.0
3852,2026-07-02,S01,P032,3,1047.0
3853,2026-07-02,S01,P033,2,398.0
3854,2026-07-02,S01,P034,5,395.0
3855,2026-07-02,S01,P035,6,354.0
3856,2026-07-02,S01,P036,3,387.0
3857,2026-07-02,S01,P037,5,745.0
3858,2026-07-02,S01,P038,3,747.0
3859,2026-07-02,S02,P002,1,1499.0
3860,2026-07-02,S02,P003,7,9093.0
3861,2026-07-02,S02,P004,2,498.0
3862,2026-07-02,S02,P005,7,1393.0
3863,2026-07-02,S02,P006,13,10387.0
3864,2026-07-02,S02,P007,1,1299.0
3865,2026-07-02,S02,P009,2,4998.0
3866,2026-07-02,S02,P010,5,4495.0
3867,2026-07-02,S02,P011,2,3198.0
3868,2026-07-02,S02,P012,4,7596.0
3869,2026-07-02,S02,P013,1,3999.0
3870,2026-07-02,S02,P014,4,1196.0
3871,2026-07-02,S02,P019,1,499.0
3872,2026-07-02,S02,P020,4,1396.0
3873,2026-07-02,S02,P021,5,495.0
3874,2026-07-02,S02,P023,2,498.0
3875,2026-07-02,S02,P025,5,1745.0
3876,2026-07-02,S02,P028,2,598.0
3877,2026-07-02,S02,P029,3,747.0
3878,2026-07-02,S02,P030,3,597.0
3879,2026-07-02,S02,P032,2,698.0
3880,2026-07-02,S02,P033,2,398.0
3881,2026-07-02,S02,P034,5,395.0
3882,2026-07-02,S02,P035,3,177.0
3883,2026-07-02,S02,P036,3,387.0
3884,2026-07-02,S02,P038,2,498.0
3885,2026-07-02,S02,P039,1,29.0
3886,2026-07-02,S03,P001,4,3596.0
3887,2026-07-02,S03,P002,3,4497.0
3888,2026-07-02,S03,P003,4,5196.0
3889,2026-07-02,S03,P004,4,996.0
3890,2026-07-02,S03,P005,3,597.0
3891,2026-07-02,S03,P006,8,6392.0
3892,2026-07-02,S03,P007,3,3897.0
3893,2026-07-02,S03,P008,1,699.0
3894,2026-07-02,S03,P009,2,4998.0
3895,2026-07-02,S03,P010,3,2697.0
3896,2026-07-02,S03,P011,5,7995.0
3897,2026-07-02,S03,P012,3,5697.0
3898,2026-07-02,S03,P013,2,7998.0
3899,2026-07-02,S03,P014,4,1196.0
3900,2026-07-02,S03,P015,1,5499.0
3901,2026-07-02,S03,P016,1,7499.0
3902,2026-07-02,S03,P018,2,17998.0
3903,2026-07-02,S03,P019,3,1497.0
3904,2026-07-02,S03,P020,4,1396.0
3905,2026-07-02,S03,P021,7,693.0
3906,2026-07-02,S03,P022,1,399.0
3907,2026-07-02,S03,P023,1,249.0
3908,2026-07-02,S03,P024,1,1299.0
3909,2026-07-02,S03,P025,5,1745.0
3910,2026-07-02,S03,P026,1,799.0
3911,2026-07-02,S03,P027,1,599.0
3912,2026-07-02,S03,P028,7,2093.0
3913,2026-07-02,S03,P029,4,996.0
3914,2026-07-02,S03,P030,6,1194.0
3915,2026-07-02,S03,P031,1,699.0
3916,2026-07-02,S03,P032,3,1047.0
3917,2026-07-02,S03,P033,3,597.0
3918,2026-07-02,S03,P034,5,395.0
3919,2026-07-02,S03,P035,4,236.0
3920,2026-07-02,S03,P036,3,387.0
3921,2026-07-02,S03,P037,3,447.0
3922,2026-07-02,S03,P040,2,898.0
3923,2026-07-02,S04,P001,6,5394.0
3924,2026-07-02,S04,P002,3,4497.0
3925,2026-07-02,S04,P003,3,3897.0
3926,2026-07-02,S04,P004,4,996.0
3927,2026-07-02,S04,P005,7,1393.0
3928,2026-07-02,S04,P006,4,3196.0
3929,2026-07-02,S04,P007,1,1299.0
3930,2026-07-02,S04,P008,2,1398.0
3931,2026-07-02,S04,P010,1,899.0
3932,2026-07-02,S04,P011,4,6396.0
3933,2026-07-02,S04,P012,2,3798.0
3934,2026-07-02,S04,P014,4,1196.0
3935,2026-07-02,S04,P015,1,5499.0
3936,2026-07-02,S04,P019,2,998.0
3937,2026-07-02,S04,P020,3,1047.0
3938,2026-07-02,S04,P021,4,396.0
3939,2026-07-02,S04,P023,2,498.0
3940,2026-07-02,S04,P024,1,1299.0
3941,2026-07-02,S04,P025,5,1745.0
3942,2026-07-02,S04,P026,1,799.0
3943,2026-07-02,S04,P028,2,598.0
3944,2026-07-02,S04,P029,1,249.0
3945,2026-07-02,S04,P030,6,1194.0
3946,2026-07-02,S04,P031,4,2796.0
3947,2026-07-02,S04,P032,2,698.0
3948,2026-07-02,S04,P033,2,398.0
3949,2026-07-02,S04,P034,3,237.0
3950,2026-07-02,S04,P035,3,177.0
3951,2026-07-02,S04,P036,2,258.0
3952,2026-07-02,S04,P037,1,149.0
3953,2026-07-02,S04,P038,1,249.0
3954,2026-07-02,S04,P039,1,29.0
3955,2026-07-02,S04,P040,4,1796.0
3956,2026-07-02,S05,P001,2,1798.0
3957,2026-07-02,S05,P002,1,1499.0
3958,2026-07-02,S05,P003,1,1299.0
3959,2026-07-02,S05,P004,1,249.0
3960,2026-07-02,S05,P006,3,2397.0
3961,2026-07-02,S05,P007,2,2598.0
3962,2026-07-02,S05,P008,1,699.0
3963,2026-07-02,S05,P009,2,4998.0
3964,2026-07-02,S05,P012,1,1899.0
3965,2026-07-02,S05,P013,1,3999.0
3966,2026-07-02,S05,P014,2,598.0
3967,2026-07-02,S05,P019,4,1996.0
3968,2026-07-02,S05,P020,4,1396.0
3969,2026-07-02,S05,P021,1,99.0
3970,2026-07-02,S05,P022,1,399.0
3971,2026-07-02,S05,P023,2,498.0
3972,2026-07-02,S05,P024,1,1299.0
3973,2026-07-02,S05,P025,2,698.0
3974,2026-07-02,S05,P026,1,799.0
3975,2026-07-02,S05,P028,2,598.0
3976,2026-07-02,S05,P029,1,249.0
3977,2026-07-02,S05,P030,2,398.0
3978,2026-07-02,S05,P031,4,2796.0
3979,2026-07-02,S05,P033,1,199.0
3980,2026-07-02,S05,P034,2,158.0
3981,2026-07-02,S05,P035,3,177.0
3982,2026-07-02,S05,P037,3,447.0
3983,2026-07-02,S05,P038,1,249.0
3984,2026-07-03,S01,P001,3,2697.0
3985,2026-07-03,S01,P002,2,2998.0
3986,2026-07-03,S01,P003,2,2598.0
3987,2026-07-03,S01,P004,7,1743.0
3988,2026-07-03,S01,P005,3,597.0
3989,2026-07-03,S01,P006,11,8789.0
3990,2026-07-03,S01,P007,1,1299.0
3991,2026-07-03,S01,P008,3,2097.0
3992,2026-07-03,S01,P009,4,9996.0
3993,2026-07-03,S01,P010,4,3596.0
3994,2026-07-03,S01,P011,3,4797.0
3995,2026-07-03,S01,P012,1,1899.0
3996,2026-07-03,S01,P013,3,11997.0
3997,2026-07-03,S01,P014,3,897.0
3998,2026-07-03,S01,P015,2,10998.0
3999,2026-07-03,S01,P018,1,8999.0
4000,2026-07-03,S01,P019,4,1996.0
4001,2026-07-03,S01,P020,3,1047.0
4002,2026-07-03,S01,P021,5,495.0
4003,2026-07-03,S01,P022,2,798.0
4004,2026-07-03,S01,P023,4,996.0
4005,2026-07-03,S01,P024,3,3897.0
4006,2026-07-03,S01,P025,4,1396.0
4007,2026-07-03,S01,P026,1,799.0
4008,2026-07-03,S01,P028,3,897.0
4009,2026-07-03,S01,P029,4,996.0
4010,2026-07-03,S01,P030,5,995.0
4011,2026-07-03,S01,P031,1,699.0
4012,2026-07-03,S01,P032,2,698.0
4013,2026-07-03,S01,P034,8,632.0
4014,2026-07-03,S01,P035,4,236.0
4015,2026-07-03,S01,P036,4,516.0
4016,2026-07-03,S01,P037,4,596.0
4017,2026-07-03,S01,P038,1,249.0
4018,2026-07-03,S01,P039,2,58.0
4019,2026-07-03,S01,P040,1,449.0
4020,2026-07-03,S02,P001,3,2697.0
4021,2026-07-03,S02,P002,2,2998.0
4022,2026-07-03,S02,P003,3,3897.0
4023,2026-07-03,S02,P004,2,498.0
4024,2026-07-03,S02,P005,5,995.0
4025,2026-07-03,S02,P006,7,5593.0
4026,2026-07-03,S02,P007,2,2598.0
4027,2026-07-03,S02,P009,7,17493.0
4028,2026-07-03,S02,P010,3,2697.0
4029,2026-07-03,S02,P011,3,4797.0
4030,2026-07-03,S02,P012,6,11394.0
4031,2026-07-03,S02,P014,4,1196.0
4032,2026-07-03,S02,P015,1,5499.0
4033,2026-07-03,S02,P016,1,7499.0
4034,2026-07-03,S02,P019,2,998.0
4035,2026-07-03,S02,P020,2,698.0
4036,2026-07-03,S02,P021,8,792.0
4037,2026-07-03,S02,P022,1,399.0
4038,2026-07-03,S02,P023,3,747.0
4039,2026-07-03,S02,P024,3,3897.0
4040,2026-07-03,S02,P025,5,1745.0
4041,2026-07-03,S02,P026,1,799.0
